,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Tiri,Dist.,Pun.,Rigori,Rig T,Stagione,Squadra
38,03-06-2023,21:00,Serie A,Giornata n. 38,Sab,Ospiti,P,0,2,Cremonese,0.7,1.4,58.0,10.308,Pasquale Mazzocchi,3-4-3,Daniele Perenzoni,Report partita,,11.0,216.0,1.0,0,0,2023,Salernitana
1,13-08-2022,20:45,Serie A,Giornata n. 1,Sab,Casa,P,1,2,Inter,0.7,2.1,30.0,25.353,Morten Hjulmand,4-3-3,Alessandro Prontera,Report partita,,10.0,191.0,2.0,0,0,2023,Lecce
2,20-08-2022,20:45,Serie A,Giornata n. 2,Sab,Ospiti,P,0,1,Sassuolo,0.5,0.6,41.0,9.219,Morten Hjulmand,4-3-3,Andrea Colombo,Report partita,,7.0,193.0,1.0,0,0,2023,Lecce
3,28-08-2022,20:45,Serie A,Giornata n. 3,Dom,Casa,N,1,1,Empoli,0.9,0.4,41.0,23.941,Morten Hjulmand,4-3-3,Alberto Santoro,Report partita,,15.0,186.0,0.0,0,0,2023,Lecce
4,31-08-2022,20:45,Serie A,Giornata n. 4,Mer,Ospiti,N,1,1,Napoli,1.1,1.7,29.0,37.573,Morten Hjulmand,4-1-4-1,Matteo Marcenaro,Report partita,,8.0,255.0,1.0,0,1,2023,Lecce
5,05-09-2022,20:45,Serie A,Giornata n. 5,Lun,Ospiti,P,0,1,Torino,0.3,1.1,41.0,19.087,Morten Hjulmand,4-1-4-1,Manuel Volpi,Report partita,,9.0,153.0,1.0,0,0,2023,Lecce
6,11-09-2022,15:00,Serie A,Giornata n. 6,Dom,Casa,N,1,1,Monza,0.9,0.1,53.0,23.391,Morten Hjulmand,4-3-3,Luca Pairetto,Report partita,,7.0,145.0,1.0,0,0,2023,Lecce
7,16-09-2022,20:45,Serie A,Giornata n. 7,Ven,Ospiti,V,2,1,Salernitana,1.5,1.2,42.0,19.488,Morten Hjulmand,4-3-3,Daniele Doveri,Report partita,,13.0,207.0,0.0,0,0,2023,Lecce
8,02-10-2022,15:00,Serie A,Giornata n. 8,Dom,Casa,N,1,1,Cremonese,1.0,1.6,54.0,23.377,Morten Hjulmand,4-1-4-1,Livio Marinelli,Report partita,,5.0,214.0,0.0,1,1,2023,Lecce
9,09-10-2022,20:45,Serie A,Giornata n. 9,Dom,Ospiti,P,1,2,Roma,0.3,3.2,34.0,64.018,Morten Hjulmand,4-3-3,Alessandro Prontera,Report partita,,6.0,180.0,1.0,0,0,2023,Lecce
10,17-10-2022,20:45,Serie A,Giornata n. 10,Lun,Casa,N,1,1,Fiorentina,1.1,0.5,41.0,24.925,Gabriel Strefezza,4-3-3,Luca Massimi,Report partita,,6.0,112.0,0.0,0,0,2023,Lecce
11,23-10-2022,15:00,Serie A,Giornata n. 11,Dom,Ospiti,P,0,2,Bologna,0.4,1.8,46.0,24.206,Morten Hjulmand,4-2-3-1,Simone Sozza,Report partita,,8.0,198.0,0.0,0,0,2023,Lecce
12,29-10-2022,18:00,Serie A,Giornata n. 12,Sab,Casa,P,0,1,Juventus,0.2,0.6,36.0,25.86,Morten Hjulmand,4-2-3-1,Daniele Chiffi,Report partita,,5.0,217.0,0.0,0,0,2023,Lecce
13,04-11-2022,20:45,Serie A,Giornata n. 13,Ven,Ospiti,N,1,1,Udinese,0.7,1.7,43.0,21.834,Morten Hjulmand,4-3-3,Francesco Fourneau,Report partita,,9.0,189.0,0.0,0,0,2023,Lecce
14,09-11-2022,18:30,Serie A,Giornata n. 14,Mer,Casa,V,2,1,Atalanta,1.1,1.5,39.0,23.797,Morten Hjulmand,4-3-3,Gianluca Aureliano,Report partita,,15.0,197.0,0.0,0,0,2023,Lecce
15,12-11-2022,18:00,Serie A,Giornata n. 15,Sab,Ospiti,V,2,0,Sampdoria,0.6,0.7,43.0,20.211,Morten Hjulmand,4-3-3,Daniele Doveri,Report partita,,11.0,201.0,1.0,0,0,2023,Lecce
16,04-01-2023,16:30,Serie A,Giornata n. 16,Mer,Casa,V,2,1,Lazio,1.3,0.7,41.0,26.084,Morten Hjulmand,4-3-3,Livio Marinelli,Report partita,,11.0,193.0,0.0,0,0,2023,Lecce
17,08-01-2023,15:00,Serie A,Giornata n. 17,Dom,Ospiti,N,0,0,Spezia,1.1,0.9,43.0,7.3,Gabriel Strefezza,4-3-3,Daniele Chiffi,Report partita,,15.0,165.0,0.0,0,0,2023,Lecce
18,14-01-2023,18:00,Serie A,Giornata n. 18,Sab,Casa,N,2,2,Milan,1.4,1.4,35.0,25.942,Morten Hjulmand,4-3-3,Daniele Orsato,Report partita,,17.0,207.0,1.0,0,0,2023,Lecce
19,21-01-2023,15:00,Serie A,Giornata n. 19,Sab,Ospiti,P,0,2,Hellas Verona,0.8,0.5,58.0,19.955,Morten Hjulmand,4-3-3,Federico La Penna,Report partita,,9.0,174.0,0.0,0,0,2023,Lecce
20,27-01-2023,20:45,Serie A,Giornata n. 20,Ven,Casa,P,1,2,Salernitana,1.4,0.9,59.0,24.446,Morten Hjulmand,4-3-3,Davide Massa,Report partita,,15.0,174.0,0.0,0,0,2023,Lecce
21,04-02-2023,15:00,Serie A,Giornata n. 21,Sab,Ospiti,V,2,0,Cremonese,1.5,0.6,42.0,11.189,Morten Hjulmand,4-3-3,Daniele Orsato,Report partita,,9.0,148.0,0.0,0,0,2023,Lecce
22,11-02-2023,18:00,Serie A,Giornata n. 22,Sab,Casa,N,1,1,Roma,0.3,1.7,42.0,25.2,Morten Hjulmand,4-3-3,Gianluca Aureliano,Report partita,,8.0,210.0,0.0,0,0,2023,Lecce
23,19-02-2023,12:30,Serie A,Giornata n. 23,Dom,Ospiti,V,2,1,Atalanta,0.4,1.5,30.0,19.435,Morten Hjulmand,4-3-3,Marco Piccinini,Report partita,,4.0,225.0,0.0,0,0,2023,Lecce
24,25-02-2023,20:45,Serie A,Giornata n. 24,Sab,Casa,P,0,1,Sassuolo,1.2,1.1,42.0,23.76,Morten Hjulmand,4-3-3,Niccolò Baroni,Report partita,,16.0,181.0,0.0,0,0,2023,Lecce
25,05-03-2023,18:00,Serie A,Giornata n. 25,Dom,Ospiti,P,0,2,Inter,0.6,0.8,38.0,75.033,Morten Hjulmand,4-3-3,Gianluca Manganiello,Report partita,,11.0,221.0,0.0,0,0,2023,Lecce
26,12-03-2023,12:30,Serie A,Giornata n. 26,Dom,Casa,P,0,2,Torino,0.5,0.1,55.0,24.413,Morten Hjulmand,4-3-3,Juan Sacchi,Report partita,,12.0,215.0,0.0,0,0,2023,Lecce
27,19-03-2023,15:00,Serie A,Giornata n. 27,Dom,Ospiti,P,0,1,Fiorentina,0.5,1.2,41.0,34.604,Morten Hjulmand,4-3-3,Rosario Abisso,Report partita,,8.0,126.0,0.0,0,0,2023,Lecce
28,03-04-2023,18:30,Serie A,Giornata n. 28,Lun,Ospiti,P,0,1,Empoli,0.2,1.7,47.0,8.844,Morten Hjulmand,4-3-3,Michael Fabbri,Report partita,,5.0,260.0,1.0,0,0,2023,Lecce
29,07-04-2023,19:00,Serie A,Giornata n. 29,Ven,Casa,P,1,2,Napoli,1.1,1.1,32.0,25.799,Morten Hjulmand,4-3-3,Gianluca Manganiello,Report partita,,11.0,164.0,1.0,0,0,2023,Lecce
30,16-04-2023,12:30,Serie A,Giornata n. 30,Dom,Casa,N,1,1,Sampdoria,2.6,0.6,42.0,22.471,Morten Hjulmand,4-1-4-1,Maurizio Mariani,Report partita,,30.0,160.0,1.0,0,0,2023,Lecce
31,23-04-2023,18:00,Serie A,Giornata n. 31,Dom,Ospiti,P,0,2,Milan,1.2,0.8,32.0,72.614,Morten Hjulmand,4-3-3,Daniele Chiffi,Report partita,,9.0,157.0,0.0,0,0,2023,Lecce
32,28-04-2023,18:30,Serie A,Giornata n. 32,Ven,Casa,V,1,0,Udinese,2.0,0.7,39.0,23.069,Morten Hjulmand,4-3-3,Matteo Marchetti,Report partita,,14.0,200.0,1.0,1,1,2023,Lecce
33,03-05-2023,18:00,Serie A,Giornata n. 33,Mer,Ospiti,P,1,2,Juventus,1.7,1.8,46.0,33.757,Morten Hjulmand,4-3-3,Francesco Fourneau,Report partita,,13.0,185.0,1.0,1,1,2023,Lecce
34,07-05-2023,20:45,Serie A,Giornata n. 34,Dom,Casa,P,0,1,Hellas Verona,0.8,0.8,53.0,24.768,Morten Hjulmand,4-3-3,Davide Massa,Report partita,,15.0,195.0,0.0,0,0,2023,Lecce
35,12-05-2023,20:45,Serie A,Giornata n. 35,Ven,Ospiti,N,2,2,Lazio,1.4,1.7,33.0,40.0,Morten Hjulmand,4-3-3,Fabio Maresca,Report partita,,12.0,206.0,0.0,0,1,2023,Lecce
36,21-05-2023,12:30,Serie A,Giornata n. 36,Dom,Casa,N,0,0,Spezia,0.3,0.8,40.0,26.022,Gabriel Strefezza,4-3-3,Maurizio Mariani,Report partita,,6.0,224.0,0.0,0,0,2023,Lecce
37,28-05-2023,15:00,Serie A,Giornata n. 37,Dom,Ospiti,V,1,0,Monza,1.2,1.1,27.0,15.039,Gabriel Strefezza,4-3-3,Daniele Doveri,Report partita,,8.0,239.0,0.0,1,1,2023,Lecce
38,04-06-2023,21:00,Serie A,Giornata n. 38,Dom,Casa,P,2,3,Bologna,1.4,1.1,39.0,25.816,Morten Hjulmand,4-3-3,Marco Piccinini,Report partita,,20.0,187.0,0.0,0,0,2023,Lecce
1,14-08-2022,20:45,Serie A,Giornata n. 1,Dom,Casa,V,1,0,Empoli,0.5,0.7,41.0,8.36,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Report partita,,9.0,201.0,0.0,0,0,2023,Spezia
2,20-08-2022,20:45,Serie A,Giornata n. 2,Sab,Ospiti,P,0,3,Inter,0.5,2.1,46.0,71.212,Emmanuel Gyasi,3-5-2,Davide Ghersini,Report partita,,2.0,77.0,0.0,0,0,2023,Spezia
3,27-08-2022,20:45,Serie A,Giornata n. 3,Sab,Casa,N,2,2,Sassuolo,1.2,2.8,43.0,6.5,Emmanuel Gyasi,3-5-2,Francesco Cosso,Report partita,,6.0,177.0,0.0,1,1,2023,Spezia
4,31-08-2022,20:45,Serie A,Giornata n. 4,Mer,Ospiti,P,0,2,Juventus,0.2,0.9,50.0,35.709,Emmanuel Gyasi,3-5-2,Andrea Colombo,Report partita,,9.0,288.0,0.0,0,0,2023,Spezia
5,04-09-2022,15:00,Serie A,Giornata n. 5,Dom,Casa,N,2,2,Bologna,0.9,0.9,45.0,7.555,Emmanuel Gyasi,3-5-2,Antonio Giua,Report partita,,15.0,185.0,0.0,0,0,2023,Spezia
6,10-09-2022,15:00,Serie A,Giornata n. 6,Sab,Ospiti,P,0,1,Napoli,0.5,2.2,37.0,32.839,Emmanuel Gyasi,3-5-2,Alberto Santoro,Report partita,,10.0,176.0,1.0,0,0,2023,Spezia
7,17-09-2022,18:00,Serie A,Giornata n. 7,Sab,Casa,V,2,1,Sampdoria,0.7,0.9,52.0,10.0,Emmanuel Gyasi,3-5-2,Simone Sozza,Report partita,,6.0,140.0,0.0,0,0,2023,Spezia
8,02-10-2022,12:30,Serie A,Giornata n. 8,Dom,Ospiti,P,0,4,Lazio,1.1,2.3,39.0,41.0,Emmanuel Gyasi,3-5-2,Juan Sacchi,Report partita,,14.0,184.0,0.0,0,0,2023,Spezia
9,09-10-2022,15:00,Serie A,Giornata n. 9,Dom,Ospiti,P,0,2,Monza,0.5,0.7,53.0,12.094,Emmanuel Gyasi,3-5-2,Daniele Perenzoni,Report partita,,10.0,163.0,1.0,0,0,2023,Spezia
10,16-10-2022,15:00,Serie A,Giornata n. 10,Dom,Casa,N,2,2,Cremonese,1.5,2.1,54.0,8.4,Emmanuel Gyasi,4-3-3,Gianluca Manganiello,Report partita,,15.0,196.0,0.0,0,0,2023,Spezia
12,22-10-2022,15:00,Serie A,Giornata n. 11,Sab,Ospiti,P,0,1,Salernitana,0.9,1.6,56.0,17.26,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Report partita,,14.0,190.0,0.0,0,0,2023,Spezia
13,30-10-2022,15:00,Serie A,Giornata n. 12,Dom,Casa,P,1,2,Fiorentina,1.2,2.1,50.0,10.5,Emmanuel Gyasi,3-5-2,Davide Massa,Report partita,,10.0,157.0,0.0,0,0,2023,Spezia
14,05-11-2022,20:45,Serie A,Giornata n. 13,Sab,Ospiti,P,1,2,Milan,1.6,2.2,42.0,71.099,Mehdi Bourabia,3-5-2,Michael Fabbri,Report partita,,13.0,169.0,1.0,0,0,2023,Spezia
15,08-11-2022,18:30,Serie A,Giornata n. 14,Mar,Casa,N,1,1,Udinese,2.0,0.6,49.0,6.9,Daniele Verde,3-5-2,Marco Piccinini,Report partita,,21.0,139.0,1.0,0,0,2023,Spezia
16,13-11-2022,15:00,Serie A,Giornata n. 15,Dom,Ospiti,V,2,1,Hellas Verona,0.8,2.1,55.0,18.0,Emmanuel Gyasi,3-5-2,Fabio Maresca,Report partita,,16.0,208.0,0.0,0,0,2023,Spezia
17,04-01-2023,14:30,Serie A,Giornata n. 16,Mer,Casa,N,2,2,Atalanta,1.5,2.1,36.0,7.417,Emmanuel Gyasi,3-5-2,Antonio Giua,Report partita,,7.0,155.0,0.0,0,0,2023,Spezia
18,08-01-2023,15:00,Serie A,Giornata n. 17,Dom,Casa,N,0,0,Lecce,0.9,1.1,57.0,7.3,Emmanuel Gyasi,3-5-2,Daniele Chiffi,Report partita,,10.0,146.0,0.0,0,0,2023,Spezia
19,15-01-2023,15:00,Serie A,Giornata n. 18,Dom,Ospiti,V,1,0,Torino,1.5,1.0,33.0,15.113,Emmanuel Gyasi,3-5-2,Davide Ghersini,Report partita,,12.0,183.0,1.0,1,1,2023,Spezia
21,22-01-2023,18:00,Serie A,Giornata n. 19,Dom,Casa,P,0,2,Roma,0.2,2.0,52.0,9.153,Emmanuel Gyasi,3-4-3,Simone Sozza,Report partita,,8.0,267.0,1.0,0,0,2023,Spezia
22,27-01-2023,18:30,Serie A,Giornata n. 20,Ven,Ospiti,P,0,2,Bologna,0.5,1.6,43.0,17.213,Emmanuel Gyasi,3-4-1-2,Luca Massimi,Report partita,,6.0,208.0,0.0,0,0,2023,Spezia
23,05-02-2023,12:30,Serie A,Giornata n. 21,Dom,Casa,P,0,3,Napoli,0.4,1.9,31.0,8.7,Daniele Verde,3-5-2,Marco Di Bello,Report partita,,9.0,214.0,0.0,0,0,2023,Spezia
24,11-02-2023,15:00,Serie A,Giornata n. 22,Sab,Ospiti,N,2,2,Empoli,1.5,1.6,36.0,7.871,Emmanuel Gyasi,3-5-2,Antonio Giua,Report partita,,8.0,202.0,0.0,1,1,2023,Spezia
25,19-02-2023,18:00,Serie A,Giornata n. 23,Dom,Casa,P,0,2,Juventus,1.3,1.1,59.0,11.767,Emmanuel Gyasi,4-2-3-1,Federico La Penna,Report partita,,18.0,180.0,0.0,0,0,2023,Spezia
26,26-02-2023,18:00,Serie A,Giornata n. 24,Dom,Ospiti,N,2,2,Udinese,2.5,2.5,51.0,20.71,Emmanuel Gyasi,4-2-3-1,Matteo Marchetti,Report partita,,9.0,185.0,0.0,0,0,2023,Spezia
27,05-03-2023,12:30,Serie A,Giornata n. 25,Dom,Casa,N,0,0,Hellas Verona,1.2,1.2,69.0,10.02,Emmanuel Gyasi,4-3-3,Daniele Doveri,Report partita,,20.0,184.0,0.0,0,0,2023,Spezia
28,10-03-2023,20:45,Serie A,Giornata n. 26,Ven,Casa,V,2,1,Inter,1.0,3.8,31.0,11.767,Emmanuel Gyasi,3-5-2,Livio Marinelli,Report partita,,3.0,205.0,0.0,1,1,2023,Spezia
29,17-03-2023,18:30,Serie A,Giornata n. 27,Ven,Ospiti,P,0,1,Sassuolo,0.7,2.0,55.0,11.152,Emmanuel Gyasi,4-2-3-1,Davide Ghersini,Report partita,,11.0,187.0,0.0,0,0,2023,Spezia
30,02-04-2023,15:00,Serie A,Giornata n. 28,Dom,Casa,N,1,1,Salernitana,2.0,1.1,51.0,10.723,Emmanuel Gyasi,4-3-3,Daniele Orsato,Report partita,,15.0,182.0,1.0,0,0,2023,Spezia
31,08-04-2023,14:30,Serie A,Giornata n. 29,Sab,Ospiti,N,1,1,Fiorentina,0.7,1.0,34.0,35.863,Emmanuel Gyasi,4-3-3,Federico Dionisi,Report partita,,4.0,195.0,0.0,0,0,2023,Spezia
32,14-04-2023,20:45,Serie A,Giornata n. 30,Ven,Casa,P,0,3,Lazio,0.7,2.8,53.0,9.5,Emmanuel Gyasi,4-3-3,Massimiliano Irrati,Report partita,,6.0,162.0,0.0,0,0,2023,Spezia
33,22-04-2023,20:45,Serie A,Giornata n. 31,Sab,Ospiti,N,1,1,Sampdoria,2.5,1.4,55.0,19.181,Emmanuel Gyasi,4-3-3,Fabio Maresca,Report partita,,19.0,155.0,2.0,0,0,2023,Spezia
34,28-04-2023,20:45,Serie A,Giornata n. 32,Ven,Casa,P,0,2,Monza,1.7,0.9,46.0,9.2,Emmanuel Gyasi,4-3-3,Antonio Rapuano,Report partita,,12.0,161.0,1.0,0,0,2023,Spezia
35,03-05-2023,18:00,Serie A,Giornata n. 33,Mer,Ospiti,P,2,3,Atalanta,1.0,0.8,44.0,17.417,Emmanuel Gyasi,4-3-3,Livio Marinelli,Report partita,,9.0,184.0,0.0,0,0,2023,Spezia
36,06-05-2023,20:45,Serie A,Giornata n. 34,Sab,Ospiti,P,0,2,Cremonese,1.3,0.9,70.0,10.26,Emmanuel Gyasi,4-3-3,Marco Guida,Report partita,,18.0,176.0,2.0,0,0,2023,Spezia
37,13-05-2023,18:00,Serie A,Giornata n. 35,Sab,Casa,V,2,0,Milan,1.8,1.0,41.0,11.366,Emmanuel Gyasi,3-5-2,Daniele Doveri,Report partita,,14.0,150.0,1.0,0,0,2023,Spezia
38,21-05-2023,12:30,Serie A,Giornata n. 36,Dom,Ospiti,N,0,0,Lecce,0.8,0.3,60.0,26.022,Emmanuel Gyasi,3-5-2,Maurizio Mariani,Report partita,,14.0,223.0,3.0,0,0,2023,Spezia
39,27-05-2023,15:00,Serie A,Giornata n. 37,Sab,Casa,P,0,4,Torino,0.9,1.0,51.0,10.776,Emmanuel Gyasi,3-5-2,Marco Guida,Report partita,,9.0,209.0,2.0,0,0,2023,Spezia
40,04-06-2023,21:00,Serie A,Giornata n. 38,Dom,Ospiti,P,1,2,Roma,1.0,2.2,32.0,62.242,Emmanuel Gyasi,3-5-2,Fabio Maresca,Report partita,,8.0,226.0,1.0,0,0,2023,Spezia
41,11-06-2023,20:45,Serie A,Spareggio retrocessione,Dom,Casa,P,1,3,Hellas Verona,1.9,0.8,68.0,,Dīmītrīs Nikolaou,3-5-2,Daniele Orsato,Report partita,,16.0,180.0,1.0,0,1,2023,Spezia
1,15-08-2022,18:30,Serie A,Giornata n. 1,Lun,Casa,P,2,5,Napoli,1.1,2.4,34.0,16.967,Davide Faraoni,3-5-2,Michael Fabbri,Report partita,,6.0,115.0,0.0,0,0,2023,HellasVerona
2,21-08-2022,20:45,Serie A,Giornata n. 2,Dom,Ospiti,N,1,1,Bologna,1.9,0.8,48.0,17.725,Davide Faraoni,3-5-2,Matteo Marcenaro,Report partita,,19.0,172.0,0.0,0,0,2023,HellasVerona
3,28-08-2022,18:30,Serie A,Giornata n. 3,Dom,Casa,P,0,1,Atalanta,0.5,0.8,49.0,16.106,Miguel Veloso,3-5-2,Alessandro Prontera,Report partita,,14.0,257.0,0.0,0,0,2023,HellasVerona
4,31-08-2022,18:30,Serie A,Giornata n. 4,Mer,Ospiti,N,1,1,Empoli,0.6,1.1,48.0,7.269,Davide Faraoni,3-5-2,Marco Serra,Report partita,,9.0,146.0,0.0,0,0,2023,HellasVerona
5,04-09-2022,18:00,Serie A,Giornata n. 5,Dom,Casa,V,2,1,Sampdoria,2.5,0.8,49.0,16.675,Miguel Veloso,3-5-2,Paolo Valeri,Report partita,,17.0,163.0,0.0,0,0,2023,HellasVerona
6,11-09-2022,18:00,Serie A,Giornata n. 6,Dom,Ospiti,P,0,2,Lazio,0.3,1.1,41.0,38.0,Miguel Veloso,3-4-1-2,Massimiliano Irrati,Report partita,,7.0,197.0,0.0,0,0,2023,HellasVerona
7,18-09-2022,15:00,Serie A,Giornata n. 7,Dom,Ospiti,P,0,2,Fiorentina,0.6,2.4,56.0,32.216,Darko Lazović,3-4-1-2,Antonio Rapuano,Report partita,,8.0,177.0,0.0,0,0,2023,HellasVerona
8,03-10-2022,20:45,Serie A,Giornata n. 8,Lun,Casa,P,1,2,Udinese,0.3,1.8,32.0,15.352,Miguel Veloso,3-4-1-2,Daniele Minelli,Report partita,,7.0,192.0,0.0,0,0,2023,HellasVerona
9,09-10-2022,15:00,Serie A,Giornata n. 9,Dom,Ospiti,P,1,2,Salernitana,0.9,1.1,60.0,15.922,Miguel Veloso,3-4-3,Davide Ghersini,Report partita,,12.0,217.0,0.0,0,0,2023,HellasVerona
10,16-10-2022,20:45,Serie A,Giornata n. 10,Dom,Casa,P,1,2,Milan,2.1,1.9,46.0,22.904,Miguel Veloso,3-4-3,Davide Massa,Report partita,,19.0,148.0,0.0,0,0,2023,HellasVerona
11,24-10-2022,20:45,Serie A,Giornata n. 11,Lun,Ospiti,P,1,2,Sassuolo,1.4,1.5,49.0,11.368,Miguel Veloso,3-4-1-2,Alberto Santoro,Report partita,,13.0,160.0,1.0,0,0,2023,HellasVerona
12,31-10-2022,18:30,Serie A,Giornata n. 12,Lun,Casa,P,1,3,Roma,0.3,3.1,33.0,24.0,Miguel Veloso,3-4-3,Juan Sacchi,Report partita,,7.0,241.0,0.0,0,0,2023,HellasVerona
13,06-11-2022,15:00,Serie A,Giornata n. 13,Dom,Ospiti,P,0,2,Monza,0.4,1.3,26.0,11.723,Miguel Veloso,3-4-3,Francesco Cosso,Report partita,,7.0,247.0,1.0,0,0,2023,HellasVerona
14,10-11-2022,18:30,Serie A,Giornata n. 14,Gio,Casa,P,0,1,Juventus,1.2,1.1,44.0,21.934,Paweł Dawidowicz,3-4-3,Marco Di Bello,Report partita,,15.0,214.0,1.0,0,0,2023,HellasVerona
15,13-11-2022,15:00,Serie A,Giornata n. 15,Dom,Casa,P,1,2,Spezia,2.1,0.8,45.0,18.0,Miguel Veloso,3-4-3,Fabio Maresca,Report partita,,18.0,162.0,1.0,0,0,2023,HellasVerona
16,04-01-2023,14:30,Serie A,Giornata n. 16,Mer,Ospiti,N,1,1,Torino,0.9,0.4,33.0,15.0,Darko Lazović,3-4-3,Federico Dionisi,Report partita,,10.0,157.0,0.0,0,0,2023,HellasVerona
17,09-01-2023,18:30,Serie A,Giornata n. 17,Lun,Casa,V,2,0,Cremonese,1.5,0.8,47.0,3.804,Darko Lazović,3-4-3,Maurizio Mariani,Report partita,,9.0,157.0,1.0,0,0,2023,HellasVerona
18,14-01-2023,20:45,Serie A,Giornata n. 18,Sab,Ospiti,P,0,1,Inter,0.3,0.7,43.0,70.734,Darko Lazović,3-4-3,Michael Fabbri,Report partita,,6.0,193.0,0.0,0,0,2023,HellasVerona
19,21-01-2023,15:00,Serie A,Giornata n. 19,Sab,Casa,V,2,0,Lecce,0.5,0.8,42.0,19.955,Darko Lazović,3-4-3,Federico La Penna,Report partita,,11.0,243.0,0.0,0,0,2023,HellasVerona
20,30-01-2023,20:45,Serie A,Giornata n. 20,Lun,Ospiti,N,1,1,Udinese,0.8,1.8,45.0,17.276,Darko Lazović,3-4-3,Luca Pairetto,Report partita,,10.0,191.0,0.0,0,0,2023,HellasVerona
21,06-02-2023,18:30,Serie A,Giornata n. 21,Lun,Casa,N,1,1,Lazio,1.2,0.9,36.0,20.329,Darko Lazović,3-4-1-2,Giovanni Ayroldi,Report partita,,15.0,167.0,0.0,0,0,2023,HellasVerona
22,13-02-2023,18:30,Serie A,Giornata n. 22,Lun,Casa,V,1,0,Salernitana,1.2,0.9,37.0,17.832,Darko Lazović,3-4-3,Paolo Valeri,Report partita,,14.0,214.0,0.0,0,0,2023,HellasVerona
23,19-02-2023,20:45,Serie A,Giornata n. 23,Dom,Ospiti,P,0,1,Roma,0.4,0.8,53.0,61.009,Darko Lazović,3-4-3,Simone Sozza,Report partita,,8.0,193.0,0.0,0,0,2023,HellasVerona
24,27-02-2023,18:30,Serie A,Giornata n. 24,Lun,Casa,P,0,3,Fiorentina,1.2,1.4,47.0,17.787,Davide Faraoni,3-4-1-2,Federico La Penna,Report partita,,12.0,163.0,0.0,0,0,2023,HellasVerona
25,05-03-2023,12:30,Serie A,Giornata n. 25,Dom,Ospiti,N,0,0,Spezia,1.2,1.2,31.0,10.02,Davide Faraoni,3-4-1-2,Daniele Doveri,Report partita,,11.0,148.0,0.0,0,0,2023,HellasVerona
26,12-03-2023,15:00,Serie A,Giornata n. 26,Dom,Casa,N,1,1,Monza,0.6,1.1,39.0,18.061,Davide Faraoni,3-4-3,Marco Piccinini,Report partita,,8.0,162.0,0.0,0,0,2023,HellasVerona
27,19-03-2023,12:30,Serie A,Giornata n. 27,Dom,Ospiti,P,1,3,Sampdoria,1.3,1.2,56.0,18.228,Darko Lazović,3-4-3,Maurizio Mariani,Report partita,,16.0,170.0,2.0,0,0,2023,HellasVerona
28,01-04-2023,20:45,Serie A,Giornata n. 28,Sab,Ospiti,P,0,1,Juventus,0.6,1.8,44.0,40.105,Miguel Veloso,3-4-1-2,Matteo Marchetti,Report partita,,10.0,250.0,2.0,0,0,2023,HellasVerona
29,08-04-2023,18:30,Serie A,Giornata n. 29,Sab,Casa,V,2,1,Sassuolo,0.5,1.8,40.0,23.66,Miguel Veloso,3-5-2,Francesco Fourneau,Report partita,,11.0,234.0,1.0,0,0,2023,HellasVerona
30,15-04-2023,18:00,Serie A,Giornata n. 30,Sab,Ospiti,N,0,0,Napoli,0.4,0.4,21.0,39.216,Davide Faraoni,3-4-1-2,Federico La Penna,Report partita,,5.0,258.0,1.0,0,0,2023,HellasVerona
31,21-04-2023,20:45,Serie A,Giornata n. 31,Ven,Casa,V,2,1,Bologna,1.4,1.3,27.0,21.031,Davide Faraoni,4-2-3-1,Maurizio Mariani,Report partita,,8.0,203.0,1.0,1,1,2023,HellasVerona
32,30-04-2023,15:00,Serie A,Giornata n. 32,Dom,Ospiti,N,1,1,Cremonese,1.1,0.7,49.0,11.645,Darko Lazović,4-2-3-1,Daniele Doveri,Report partita,,14.0,139.0,0.0,0,0,2023,HellasVerona
33,03-05-2023,21:00,Serie A,Giornata n. 33,Mer,Casa,P,0,6,Inter,0.5,2.4,26.0,19.409,Davide Faraoni,4-4-1-1,Daniele Orsato,Report partita,,7.0,152.0,0.0,0,0,2023,HellasVerona
34,07-05-2023,20:45,Serie A,Giornata n. 34,Dom,Ospiti,V,1,0,Lecce,0.8,0.8,47.0,24.768,Davide Faraoni,3-5-1-1,Davide Massa,Report partita,,9.0,163.0,0.0,0,0,2023,HellasVerona
35,14-05-2023,12:30,Serie A,Giornata n. 35,Dom,Casa,P,0,1,Torino,0.5,1.8,42.0,19.658,Davide Faraoni,3-4-3,Marco Di Bello,Report partita,,14.0,242.0,0.0,0,0,2023,HellasVerona
36,20-05-2023,18:00,Serie A,Giornata n. 36,Sab,Ospiti,P,1,3,Atalanta,0.9,1.4,40.0,9.297,Darko Lazović,3-4-3,Simone Sozza,Report partita,,10.0,209.0,1.0,0,0,2023,HellasVerona
37,28-05-2023,12:30,Serie A,Giornata n. 37,Dom,Casa,N,1,1,Empoli,1.0,1.2,38.0,22.831,Miguel Veloso,3-5-2,Daniele Chiffi,Report partita,,13.0,156.0,0.0,0,0,2023,HellasVerona
